fami_tienecomputador,fami_tieneautomovil,fami_educacionmadre,fami_trabajolabormadre,fami_estratovivienda,cole_naturaleza,cole_jornada,punt_global_cuartil,nlprog_mod,admitido
Si,Si,Técnica o tecnológica incompleta,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,NO OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,Es vendedor o trabaja en atención al público,Estrato 4,NO OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,TARDE,Q3,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) incompleta,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,NO OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,No,Primaria completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,UNICA,Q3,BIOLOGÍA,NO
Si,Si,Educación profesional completa,Es vendedor o trabaja en atención al público,Estrato 3,NO OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica completa,No sabe,Estrato 2,OFICIAL,MAÑANA,Q4,BIOLOGÍA,SI
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q3,BIOLOGÍA,SI
Si,Si,Técnica o tecnológica completa,No aplica,Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,COMPLETA,Q2,BIOLOGÍA,NO
Si,No,Educación profesional completa,Es vendedor o trabaja en atención al público,Estrato 3,OFICIAL,UNICA,Q3,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,OFICIAL,TARDE,Q2,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Postgrado,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,NO OFICIAL,COMPLETA,Q2,BIOLOGÍA,NO
No,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,TARDE,Q3,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Sin Estrato,OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,UNICA,Q3,BIOLOGÍA,NO
Si,Si,Postgrado,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Estrato 3,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
Si,Si,Educación profesional completa,Es vendedor o trabaja en atención al público,Estrato 4,OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,No,Técnica o tecnológica incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,NO OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 2,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,Si,Educación profesional incompleta,Es vendedor o trabaja en atención al público,Estrato 4,NO OFICIAL,UNICA,Q3,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,NO OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,SABATINA,Q1,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,Es vendedor o trabaja en atención al público,Estrato 3,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 4,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
No,No,Técnica o tecnológica incompleta,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,TARDE,Q1,BIOLOGÍA,NO
Si,No,Técnica o tecnológica incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 1,OFICIAL,MAÑANA,Q4,BIOLOGÍA,SI
No,Si,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
No,No,No sabe,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 3,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,SI
No,No,Secundaria (Bachillerato) completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 3,OFICIAL,TARDE,Q1,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
Si,No,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
No,No,Primaria completa,"Es agricultor, pesquero o jornalero",Estrato 1,OFICIAL,MAÑANA,Q1,BIOLOGÍA,SI
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,NO OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,No,Primaria completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
No,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,No aplica,Estrato 2,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 1,OFICIAL,NOCHE,Q2,BIOLOGÍA,NO
No,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,OFICIAL,COMPLETA,Q2,BIOLOGÍA,NO
No,No,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica incompleta,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Estrato 3,OFICIAL,NOCHE,Q3,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Primaria completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
No,No,Primaria completa,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,No,No Aplica,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 3,OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 3,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
No,No,Técnica o tecnológica incompleta,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,NO OFICIAL,TARDE,Q2,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Estrato 3,OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,NO OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
No,No,Primaria incompleta,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,NOCHE,Q3,BIOLOGÍA,NO
Si,No,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 3,NO OFICIAL,COMPLETA,Q2,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,OFICIAL,TARDE,Q3,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Estrato 3,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,No,Técnica o tecnológica incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 5,NO OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,No,Técnica o tecnológica incompleta,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,TARDE,Q3,BIOLOGÍA,NO
Si,Si,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,No sabe,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,NO OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 4,OFICIAL,UNICA,Q3,BIOLOGÍA,NO
Si,No,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,COMPLETA,Q1,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Técnica o tecnológica incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q4,BIOLOGÍA,SI
No,No,Primaria completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 1,OFICIAL,UNICA,Q1,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Estrato 3,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
No,No,Ninguno,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,COMPLETA,Q1,BIOLOGÍA,NO
No,No,Técnica o tecnológica completa,No aplica,Estrato 1,OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Postgrado,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,NO OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Postgrado,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,NO OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,UNICA,Q3,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 5,NO OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,Si,Postgrado,No aplica,Estrato 3,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica completa,Es vendedor o trabaja en atención al público,Estrato 2,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,UNICA,Q4,BIOLOGÍA,SI
Si,No,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,TARDE,Q1,BIOLOGÍA,NO
No,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 2,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
No,No,Técnica o tecnológica incompleta,No sabe,Estrato 3,OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 1,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Es agricultor, pesquero o jornalero",Estrato 1,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,"Es operario de máquinas o conduce vehículos (taxita, chofer)",Estrato 2,OFICIAL,UNICA,Q3,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,No sabe,Estrato 2,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,UNICA,Q4,BIOLOGÍA,SI
Si,No,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) incompleta,No aplica,Estrato 1,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
No,No,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,No aplica,Estrato 3,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
No,No,Ninguno,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,NO OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
No,No,Técnica o tecnológica completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 3,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
No,No,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,TARDE,Q3,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,UNICA,Q1,BIOLOGÍA,NO
Si,Si,Ninguno,"Trabaja en el hogar, no trabaja o estudia",Estrato 1,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Estrato 2,OFICIAL,UNICA,Q2,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) incompleta,No aplica,Estrato 2,OFICIAL,TARDE,Q3,BIOLOGÍA,NO
No,No,No sabe,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 1,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Es agricultor, pesquero o jornalero",Estrato 2,OFICIAL,TARDE,Q4,BIOLOGÍA,NO
No,No,Técnica o tecnológica completa,Es vendedor o trabaja en atención al público,Estrato 3,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 5,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
Si,Si,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) incompleta,No aplica,Estrato 3,NO OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 2,OFICIAL,TARDE,Q3,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,UNICA,Q3,BIOLOGÍA,NO
Si,No,Secundaria (Bachillerato) incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 2,OFICIAL,COMPLETA,Q1,BIOLOGÍA,NO
No,No,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,NO OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,MAÑANA,Q4,BIOLOGÍA,SI
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,NO OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 1,NO OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,Si,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 3,OFICIAL,MAÑANA,Q4,BIOLOGÍA,SI
Si,Si,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 4,OFICIAL,UNICA,Q4,BIOLOGÍA,NO
Si,Si,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 4,NO OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,No,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,Si,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 4,NO OFICIAL,COMPLETA,Q1,BIOLOGÍA,NO
No,Si,Secundaria (Bachillerato) completa,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",Estrato 1,OFICIAL,MAÑANA,Q2,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica incompleta,Es vendedor o trabaja en atención al público,Estrato 3,OFICIAL,MAÑANA,Q1,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,No,Primaria completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Estrato 3,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
Si,No,Técnica o tecnológica completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)",Estrato 3,OFICIAL,MAÑANA,Q4,BIOLOGÍA,NO
No,No,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Estrato 3,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
Si,Si,Técnica o tecnológica completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,OFICIAL,COMPLETA,Q3,BIOLOGÍA,NO
Si,Si,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia",Estrato 2,NO OFICIAL,COMPLETA,Q2,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,NO OFICIAL,COMPLETA,Q4,BIOLOGÍA,NO
Si,No,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Estrato 2,OFICIAL,MAÑANA,Q3,BIOLOGÍA,NO
No,No,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Estrato 1,OFICIAL,COMPLETA,Q1,BIOLOGÍA,NO
